Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
INTU,Intuit Inc,Technology,391.08,0.00797790733,0.147058824,0.148698355,2.912000723,111443.0863,59.34136653,0.443226898,1.653614079,575.95,337.48
ITT,ITT Inc,Industrials,87.32,0.0121392579,0.2,0.145248748,1.050529494,7210.613,20.28872538,0.249531946,1.196619961,98.29,63.33
ITW,"Illinois Tool Works, Inc.",Industrials,231.23,0.021104528,0.0737704918,0.109265073,5.01282568,71365.53957,26.08389604,0.572240374,0.859551255,240.85,171.29
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,176.26,0.00907749915,0.333333333,0.107566343,1.59440966,18600.49804,18.41163153,0.166779253,0.937450007,216.66,153.21
JJSF,J&J Snack Foods Corp.,Consumer Defensive,151.6,0.018469657,0.105845182,0.0923884641,2.647544598,2931.126772,62.05412876,1.076237642,0.420266888,165.14,115.74
JKHY,"Jack Henry & Associates, Inc.",Technology,179.98,0.0108900989,0.0652173913,0.0577885731,1.952392519,13246.88754,36.06057296,0.388922813,0.627438493,211.53,153.82
JNJ,Johnson & Johnson,Healthcare,173.625,0.0260331174,0.0660377358,0.0611085929,4.407505678,454920.1476,23.74694094,0.61385873,0.310530857,183.08,152.71
JPM,JPMorgan Chase & Co.,Financial Services,140.67,0.0284353451,0,0.122955107,3.960398331,409152.7498,11.61639742,0.33421083,0.880596681,157.27,100.54
K,Kellogg Co,Consumer Defensive,70.16,0.0336374002,0.0172413793,0.0178684435,2.316464911,23889.3264,16.07752356,0.532520669,0.202629193,76.54,58.58
KALU,Kaiser Aluminum Corp,Basic Materials,88.58,0.0347708286,0.0694444444,0.0696103757,3.035062498,1408.673031,N/A,N/A,1.1695767,105.21,58.65
KEY,Keycorp,Financial Services,17.9,0.0458100559,0.0512820513,0.143175511,0.777747218,17110.66234,8.254058049,0.350336585,1.052403434,26.13,15.09
KLAC,KLA Corp.,Technology,417.89,0.012443466,0.238095238,0.171165494,4.677606415,59389.8993,18.11009434,0.212328934,1.642016884,439.79,249.34
KMB,Kimberly-Clark Corp.,Consumer Defensive,136.66,0.0339528758,0.0175438596,0.0301289628,4.579424985,45979.92289,25.77349938,0.868961098,0.357373659,140.74,107.82
KO,Coca-Cola Co,Consumer Defensive,60.775,0.028959276,0.0476190476,0.0244189743,1.74126872,264703.4569,26.67037349,0.763714351,0.496652953,65.77,53.63
KR,Kroger Co.,Consumer Defensive,45.615,0.0227995177,0.238095238,0.157744341,0.9331423,32691.58503,13.86411579,0.289795745,0.368240392,61.85,41.58
KW,Kennedy-Wilson Holdings Inc,Real Estate,16.49,0.0566920812,0,0.0478316883,0.938820865,2281.815118,28.63005167,1.670797055,0.931121783,24.16,13.75
KWR,Quaker Houghton,Basic Materials,189.98,0.00662953616,0.0481927711,0.0414829889,1.261136664,3411.140443,43.82921883,0.289251528,1.408571466,215.82,128.66
LAD,"Lithia Motors, Inc.",Consumer Cyclical,230.24,0.00729673384,0.2,0.0923884641,1.602685411,6433.821645,4.971273099,0.0359104954,1.128566264,346.77,179.28
LANC,Lancaster Colony Corp.,Consumer Defensive,196.78,0.0172781787,0.0625,0.0721450259,3.227365428,5396.53058,56.05736673,0.91947733,0.406700333,213.11,115.2
LBAI,"Lakeland Bancorp, Inc.",Financial Services,18.295,0.0306517201,N/A,N/A,0.562765582,1189.90387,12.55225822,0.363074569,0.639377703,19.91,13.67
LECO,"Lincoln Electric Holdings, Inc.",Industrials,156.75,0.0163317384,N/A,N/A,2.305094427,9075.321712,20.74335542,0.31107887,0.732033614,158.93,117.12
LEG,"Leggett & Platt, Inc.",Consumer Cyclical,35.5,0.0495774648,0.0476190476,0.040950397,1.708210534,4705.17182,12.97620469,0.644607749,0.881099079,40.91,29.89
LFUS,"Littelfuse, Inc.",Technology,247.48,0.009078597,0.132075472,0.101513706,2.252127558,6140.950524,18.49984794,0.169587919,1.133133444,299.94,191.71
LHX,L3Harris Technologies Inc,Industrials,198.135,0.0226108461,0.0980392157,0.144639249,4.446928952,38032.9583,33.65748522,0.765392246,0.388036957,274.44,197.02
LII,Lennox International Inc,Industrials,252.23,0.0168100543,0.152173913,0.157569667,4.073182724,8952.184911,18.41255638,0.303289853,1.060017604,292.56,180.3
LKFN,Lakeland Financial Corp.,Financial Services,74.55,0.0210071827,0.176470588,0.089976987,1.587092653,1915.202624,18.75388134,0.399771449,0.437868466,83.91,63.35
LMAT,Lemaitre Vascular Inc,Healthcare,45.88,0.0108265876,0.136363636,0.122955107,0.498023029,1012.04048,0,N/A,0.82850202,56.09,38.01
LMT,Lockheed Martin Corp.,Industrials,449.99,0.0266672593,0.0714285714,0.0844717712,11.31128911,121010.0317,20.6185094,0.517916168,0.29193007,498.95,356.88
LNC,Lincoln National Corp.,Financial Services,30.98,0.0581020013,0,0.0639953128,1.768619563,5335.36358,N/A,N/A,1.412023684,73.4,28.21
LNN,Lindsay Corporation,Industrials,158.89,0.0085593807,N/A,N/A,1.335783012,1732.698642,22.86334554,0.194720556,0.777561771,183.08,116.3
LNT,Alliant Energy Corp.,Utilities,55.36,0.0308887283,0.0621118012,0.0499733168,1.690096438,14007.01811,21.03155873,0.637772241,0.506325268,64.08,46.79
LOW,"Lowe`s Cos., Inc.",Consumer Cyclical,213.19,0.0197007364,0.3125,0.206927238,3.673094316,130508.5012,19.59292917,0.358001395,0.970994596,244.93,168.22
LYB,LyondellBasell Industries NV,Basic Materials,92.82,0.0512820513,0.0530973451,0.0354029363,4.619252392,30501.24064,7.176762503,0.358081581,0.837011597,111.05,71.46
MA,Mastercard Incorporated,Financial Services,375.61,0.00607012593,0.163265306,0.179198639,2.035294439,362263.933,37.02615832,0.203326118,1.115455091,397.47,276.42
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,158.92,0.031462371,0.287356322,0.0870069783,4.928355794,18532.90662,29.69279525,0.91265848,0.743953964,212.36,139.9
MAN,ManpowerGroup,Industrials,87.48,0.0310928212,N/A,N/A,2.698840426,4393.920429,10.07317843,0.333190176,1.062090545,113.74,63
MATW,Matthews International Corp.,Industrials,37.11,0.0247911614,0.0454545455,0.0389504775,0.884692276,1125.572595,N/A,N/A,0.745593228,37.9,22.12
MCD,McDonald`s Corp,Consumer Cyclical,267.07,0.0227655671,0.101449275,0.085186651,5.614350645,195330.1278,33.03513188,0.707097059,0.495861471,280.09,214.09
MCHP,"Microchip Technology, Inc.",Technology,74.69,0.0175391619,0.413793103,N/A,1.151071678,41382.65534,22.44057011,0.350936487,1.604294234,83.01,53.86
MCK,Mckesson Corporation,Healthcare,383.44,0.00563321511,0.14893617,0.0969402405,2.016514269,54000.62892,26.27767831,0.145386753,0.397975832,401.21,236.52
MCO,Moody`s Corp.,Financial Services,311.71,0.00898270829,0,0.0973093321,2.784506769,57231.68,36.80493891,0.332677033,1.163813735,355.71,228.98
MCY,Mercury General Corp.,Financial Services,35.715,0.0355592888,N/A,N/A,1.870115824,1953.493361,N/A,N/A,0.423191636,54.41,27.64
MDT,Medtronic Plc,Healthcare,80.33,0.0338603262,0.0793650794,0.0813099921,2.637433943,106214.8712,24.56971345,0.816543017,0.650238281,111.55,75.1
MDU,MDU Resources Group Inc,Basic Materials,30.68,0.0290091265,N/A,N/A,0.865438611,6291.671896,18.67325121,0.521348561,0.653724024,31.72,24.37
MGEE,"MGE Energy, Inc.",Utilities,71.5,0.0227972028,0.0516129032,0.0478993689,1.577264633,2612.803483,25.37663273,0.553426187,0.451826331,85.32,61.31
MGRC,McGrath Rentcorp,Industrials,100.16,0.0181709265,0.0459770115,0.0600015393,1.357403493,2445.071585,23.52296991,0.320142333,0.615975276,101.78,69.98
MKC,"McCormick & Co., Inc.",Consumer Defensive,80.745,0.0183293083,0.0540540541,N/A,1.489397241,21714.78589,31.30284834,0.579532,0.468804004,105.45,70.49
MKTX,MarketAxess Holdings Inc.,Financial Services,329.37,0.00850107782,0.0606060606,0.107566343,2.788485091,12179.65229,50.08430808,0.432994579,0.906531304,386.96,216.82
MMC,"Marsh & McLennan Cos., Inc.",Financial Services,172.975,0.0136435901,0.102803738,0.0948740154,2.238152048,86385.01556,25.50487616,0.33555503,0.863773605,181.77,141.29
MMM,3M Co.,Industrials,128.82,0.0462661077,0.00675675676,0.0184259856,5.863760261,71497.29605,10.87411347,0.5121188,0.703003965,173.51,105.83
MMP,Magellan Midstream Partners L.P.,Energy,52.925,0.0791686349,0.00963855422,0.0262974288,4.037391978,10824.72359,9.903083242,0.780926882,0.490660626,53.89,42.45
MNRO,Monro Inc,Consumer Cyclical,48.32,0.0225704336,0.0769230769,0.0923884641,1.090603351,1519.928407,30.39248964,0.736894156,0.824032037,57.87,36.84
MO,Altria Group Inc.,Consumer Defensive,45.27,0.0830572123,0.0444444444,0.060732713,3.569500084,81364.63686,17.37075936,1.383527164,0.346948267,53.63,39.29
MORN,Morningstar Inc,Financial Services,238.45,0.00629062697,0.0416666667,0.0844717712,1.451412692,10148.88355,82.04432943,0.505718708,1.194574495,297.08,206.76
MRK,Merck & Co Inc,Healthcare,111.75,0.0246979866,0.0579710145,0.0874675952,2.769891912,283381.208,18.57019712,0.455574328,0.298505679,115.49,70.61
MSA,MSA Safety Inc,Industrials,133.625,0.0137698784,0.0454545455,0.056180044,1.810666965,5238.467494,75.85495727,1.034666837,0.78403028,146.33,108.39
MSEX,Middlesex Water Co.,Utilities,81.55,0.0153280196,0.0775862069,0.0690977008,1.176713378,1434.546931,33.85281601,0.490297241,0.5742362,108.43,73.94
MSFT,Microsoft Corporation,Technology,236.31,0.0115103043,0.0967741935,0.101163797,2.53072017,1778450.407,25.48324818,0.272706915,1.263130592,313.66,212.83
MSI,Motorola Solutions Inc,Technology,263.9,0.0122174344,0.113924051,0.11095346,3.234077061,44260.36145,37.66839273,0.474204848,0.943454617,274.25,193.91
NDSN,Nordson Corp.,Industrials,241.62,0.0107606986,0.274509804,0.167235319,2.311449344,13840.52493,26.9741649,0.262366554,0.907267177,245.75,193.84
NEE,NextEra Energy Inc,Utilities,84.46,0.0201278712,0.103896104,N/A,1.687092221,169048.0119,44.14938936,0.869635166,0.753206111,90.6,66.18
NFG,National Fuel Gas Co.,Energy,61.475,0.0309068727,0.043956044,0.0273752582,1.85954501,5643.727787,9.970880562,0.302365042,0.60806614,74.32,56.48
NHC,National Healthcare Corp.,Healthcare,57.8,0.0394463668,0.0363636364,0.034967527,2.230373557,885.201302,27.76666569,1.08270561,0.432882425,73.41,55.32
NI,NiSource Inc,Utilities,27.75,0.0332592897,0.0681818182,0.0380222201,0.927934183,11331.14814,16.90207062,0.60649293,0.570557528,31.77,23.56
NJR,New Jersey Resources Corporation,Utilities,50.86,0.0306724341,0.075862069,0.0743347416,1.487130311,4932.413988,22.49501288,0.655123485,0.507192283,51.54,36.56
NKE,"Nike, Inc.",Consumer Cyclical,127.68,0.0106516291,0.114754098,0.111961586,1.249708742,199508.4,28.27621412,0.353025068,1.335289365,148.09,81.97
NNN,National Retail Properties Inc,Real Estate,47.615,0.0462039273,0.0377358491,0.0297547786,2.120512931,8586.323184,27.88238009,1.211721675,0.621045609,48.21,37.55
NOC,Northrop Grumman Corp.,Industrials,464.475,0.0148985414,0.101910828,0.0947896515,6.742664321,75106.05389,13.59139593,0.191010321,0.336485612,556.27,360.56
NP,Neenah Inc,Basic Materials,32,0.0582526156,N/A,N/A,1.864083699,537.253888,N/A,N/A,0.746464261,55.11,31.05
NSP,Insperity Inc,Industrials,114.62,0.0181469203,0.155555556,0.210583275,1.996597147,4338.171237,28.75341333,0.511947986,0.95639627,121.72,82.31
NUE,Nucor Corp.,Basic Materials,156.185,0.0130614336,0.02,0.0606139034,1.997344488,39946.42108,4.663994865,0.0628293328,1.219442471,185.45,87.05
NUS,"Nu Skin Enterprises, Inc.",Consumer Defensive,41.885,0.0367673391,0.0131578947,0.010726315,1.518621345,2106.289009,54.94858106,2.010087815,0.946473191,54.78,29.66
NWBI,Northwest Bancshares Inc,Financial Services,14.22,0.0562587904,0,0.0330378041,0.783406326,1814.663764,14.17008632,0.775649827,0.509924948,15.35,11.71
NWE,Northwestern Corp.,Utilities,58.49,0.0430842879,0.0161290323,0.0275325115,2.478399485,3412.990349,20.36390423,0.815262989,0.377080757,60.98,48.16
NWN,Northwest Natural Holding Co,Utilities,49.53,0.0391681809,N/A,N/A,1.904389707,1744.428302,22.11075862,0.793495711,0.408878482,55.97,41.94
O,Realty Income Corp.,Real Estate,66.405,0.0448761388,0.00404040404,0.0112341001,2.911197489,41737.08945,64.59010042,2.599283473,0.56697009,73.64,54.85
OGE,Oge Energy Corp.,Utilities,39.92,0.0415831663,0.01,0.0448710975,1.621376114,8052.151468,8.615612527,0.347934788,0.523631907,41.96,32.92
ORCL,Oracle Corp.,Technology,88.29,0.0144976781,0,0.109888306,1.271740995,239373.3413,27.21388601,0.401180125,0.889051248,89.2,60.24
ORI,Old Republic International Corp.,Financial Services,24.2,0.0380165289,0,0.0283467221,0.906793511,7376.320718,9.199701569,0.346104393,0.651503236,26.18,20.08
OZK,Bank OZK,Financial Services,41.09,0.0330980774,0.133333333,0.123427533,0.952286334,5124.478011,9.517127022,0.217914493,0.937977466,49.41,34.21
PAYX,Paychex Inc.,Industrials,120.36,0.0262545696,0.196969697,0.095800306,3.001687969,43201.91578,29.45719063,0.742992072,0.984083646,139.18,104.94
PB,Prosperity Bancshares Inc.,Financial Services,73.91,0.0297659315,0.0576923077,0.0884589074,2.086113507,6843.575523,13.32931233,0.373186674,0.675432082,78.04,63.21
PEG,Public Service Enterprise Group Inc.,Utilities,62.43,0.0345987506,0.0588235294,0.0371372893,2.132654536,31329.05443,45.53641632,1.556682143,0.552706047,73.75,52.04
PEP,PepsiCo Inc,Consumer Defensive,174.94,0.0262947296,0.0697674419,0.0739409238,4.481986479,242173.7248,24.93038138,0.641199782,0.495279055,186.84,150.36
PETS,"Petmed Express, Inc.",Healthcare,19.46,0.0616649538,0,0.0371372893,1.173566226,408.025107,26.02698901,1.521543143,0.718606158,28.25,17.08
PFC,Premier Financial Corp,N/A,27.5,0.0422257406,0,0,1.168808501,984.477454,9.639076642,0.413006537,0.657477127,31.51,23.59
PFE,Pfizer Inc.,Healthcare,48.015,0.0341559929,0.0256410256,0.0330378041,1.580511977,267811.2366,8.995406307,0.304530246,0.518103199,54.96,41.09
PFG,Principal Financial Group Inc,Financial Services,88.84,0.0288158487,0,0.0464583786,2.529866162,21620.17132,4.086216467,0.124378867,0.99078081,95.48,60.09
PG,Procter & Gamble Co.,Consumer Defensive,149.77,0.0243707017,0.0500114969,0.0577992164,3.574479587,357371.6753,25.01376603,0.631533496,0.481917796,162.68,121.32
PII,Polaris Inc,Consumer Cyclical,106.355,0.0240703305,0.0158730159,0.0129913682,2.542065573,6218.368967,18.37579482,0.458029833,1.257979112,125.27,91.34
PKG,Packaging Corp Of America,Consumer Cyclical,134.58,0.037152623,0.25,0.146869208,4.684159216,12581.91325,12.25471242,0.426608307,0.749741689,163.65,108.49
PLOW,Douglas Dynamics Inc,Consumer Cyclical,38.5,0.0295661181,0.0175438596,0.0181937451,1.144504431,885.947757,25.1990374,0.748042112,0.832264336,39.23,27.3
PM,Philip Morris International Inc,Consumer Defensive,101.28,0.0501579779,0.016,0.0348656902,4.943318793,157252.5218,18.03561438,0.881161995,0.434223592,106.73,81.81
PNC,PNC Financial Services Group Inc,Financial Services,162.8,0.0368550369,0.2,0.148698355,5.672835067,68088.31915,12.33260626,0.428785719,0.944269509,218.49,142.11
PNW,Pinnacle West Capital Corp.,Utilities,75.11,0.0455332179,0.0176470588,0.0447352795,3.353880084,8621.283469,16.10918885,0.710567814,0.48577499,80.6,58.28
POOL,Pool Corporation,Consumer Cyclical,347.54,0.0115094665,0.25,0.219999507,3.784082755,13542.36382,17.44841931,0.194654463,1.233655077,499.19,277.2
POR,Portland General Electric Co,Utilities,48.415,0.0373851079,0.0523255814,0.0588341339,1.763110905,4427.043309,17.85098109,0.636502132,0.483223783,55.45,41.19
PPG,"PPG Industries, Inc.",Basic Materials,131.61,0.0188435529,0.0508474576,0.0661930203,2.402064119,30934.3056,28.80289162,0.531430115,1.106786794,164.96,105.98
PRGO,Perrigo Company plc,Healthcare,36.74,0.0283070223,0.0833333333,0.0647409304,1.028459956,4906.272344,N/A,N/A,0.581106163,43.24,30.65
PRI,Primerica Inc,Financial Services,149.67,0.0146990045,0.170212766,0.170804913,2.186832662,5476.795373,19.92656103,0.308439021,0.844616899,156.88,109.36
PRU,Prudential Financial Inc.,Financial Services,99.68,0.0481540931,0.0434782609,0.059223841,4.717949965,37051.2,126.4546075,6.047103262,0.921134888,118.73,84.5
QCOM,"Qualcomm, Inc.",Technology,120.61,0.0248735594,0.102941176,0.0564216223,2.904740864,136302.39,10.53667208,0.255249637,1.53861432,188.04,101.28
R,"Ryder System, Inc.",Industrials,91.065,0.0272332949,N/A,N/A,2.374869029,4545.211271,5.418248183,0.147233046,0.972082283,97.26,60.38
RBCAA,"Republic Bancorp, Inc. (KY)",Financial Services,43.09,0.0315618473,0.107142857,0.070995886,1.347486739,763.290556,8.662436089,0.316311441,0.511877053,50.59,37.86
RGA,"Reinsurance Group Of America, Inc.",Financial Services,144.78,0.0221025003,0.095890411,0.0985605433,3.033071092,9613.690096,16.71946104,0.358943325,0.695966787,147.88,95.83
RGLD,"Royal Gold, Inc.",Basic Materials,128.19,0.0109212887,0.0714285714,0.0844717712,1.418083373,8322.309554,31.31407182,0.350144043,0.519568155,146.24,83.97
RHI,Robert Half International Inc.,Industrials,76.18,0.0225781045,0.131578947,0.0895874312,1.706058078,8255.653604,12.17270993,0.276508603,1.029939967,123.32,65.04
RJF,"Raymond James Financial, Inc.",Financial Services,113.91,0.0147484856,0.235294118,0.109332806,1.432418181,24480.68845,16.29872733,0.205217504,1.063742307,125.51,83.92
RLI,RLI Corp.,Financial Services,138.42,0.00751336512,0.04,0.0339752265,1.026761494,6191.851433,10.65978166,0.0807202433,0.460053073,138.05,95.36
RNR,RenaissanceRe Holdings Ltd,Financial Services,196.51,0.00753142334,0.0277777778,0.0231458731,1.474938655,8529.297871,N/A,N/A,0.501945789,196.24,123.61
ROK,Rockwell Automation Inc,Industrials,282.25,0.0167227635,0.0535714286,0.0510390113,4.488350924,32318.29281,34.77702875,0.563863181,1.091695842,321.07,187.52
ROP,Roper Technologies Inc,Industrials,447.78,0.00609674394,0.100806452,0.105950631,2.536620894,47853.86833,16.47803737,0.0932924198,0.784415584,485.92,355.66
RPM,"RPM International, Inc.",Basic Materials,87.34,0.0192351729,0.05,0.0558928825,1.21439008,11278.59671,21.33213175,0.297644627,0.884124951,106.5,73.85
RRX,Regal Rexnord Corp,N/A,134.99,0.010191126,N/A,N/A,1.374273343,8920.494579,23.31545891,0.241949532,1.134515672,169.84,107.37
RS,Reliance Steel & Aluminum Co.,Basic Materials,213.29,0.0164095832,0.272727273,0.118426915,3.476781374,13591.56526,7.112651244,0.113620306,0.81855482,216.76,143.16
RSG,"Republic Services, Inc.",Industrials,123.35,0.0160518849,0.0760869565,0.0748731656,1.899729413,38953.43538,26.79237594,0.414788081,0.55932754,148.07,111.95
RTX,Raytheon Technologies Corporation,Industrials,98.39,0.0223599959,0.0784313725,N/A,2.141519385,148005.7188,33.1776998,0.716227219,0.656604402,104.17,79.8
SASR,Sandy Spring Bancorp,Financial Services,35.41,0.0377036909,0.0625,0.0551181987,1.341497321,1588.443091,8.968478443,0.342218704,0.724959885,50.05,32.01
SBSI,Southside Bancshares Inc,Financial Services,36.17,0.0376002212,0,0.0253485757,1.342006882,1173.117431,11.0630752,0.40914844,0.473100736,43.23,30.89
SBUX,Starbucks Corp.,Consumer Cyclical,106.3,0.019943556,0.0816326531,0.120549182,1.971223032,121494.63,37.02298574,0.696545241,1.080607114,107,67.22
SCI,Service Corp. International,Consumer Cyclical,71.16,0.0140528387,0.173913043,0.0969402405,1.01414391,10955.56662,16.12219954,0.243199978,0.64901979,74.52,56.37
SCL,Stepan Co.,Basic Materials,111.65,0.0130765786,0.0895522388,0.101595287,1.359722581,2489.57072,16.23837823,0.205086362,0.742228907,120.32,91.33
SEIC,SEI Investments Co.,Financial Services,61.715,0.0129628129,N/A,N/A,0.827081664,8300.04129,16.32121825,0.225978597,0.865767398,63.03,45.96
SFNC,Simmons First National Corp.,Financial Services,22.7,0.0328554148,0.0555555556,0.0484131713,0.750089121,2898.717064,13.0937342,0.409884765,0.720578003,30.92,19.34
SHW,Sherwin-Williams Co.,Basic Materials,244.32,0.00982318271,0.0909090909,N/A,2.391279518,63163.61622,32.59552906,0.323583155,0.876272105,310.48,194.75
SJM,J.M. Smucker Co.,Consumer Defensive,154.785,0.0263591433,0.0303030303,0.0551181987,3.950438662,16553.68355,28.96532554,0.745365785,0.257361494,163.07,117.28
SJW,SJW Group,Utilities,80.1,0.0179775281,0.0588235294,0.0515474968,1.428337248,2426.45494,41.5859145,0.740071113,0.413369823,83.88,55.15
SLGN,Silgan Holdings Inc.,Consumer Cyclical,52.59,0.012169614,0.142857143,0.0985605433,0.319509631,5775.845497,14.39337503,0.0885068229,0.552600931,54.59,38.34
SMBC,"Southern Missouri Bancorp, Inc.",Financial Services,47.1,0.0170985499,0.05,0.138060426,0.815087871,439.953628,0,N/A,0.528623695,56.88,41.27
SMG,Scotts Miracle-Gro Company,Basic Materials,59.155,0.0446285183,0,0.0448491968,2.623428148,3260.2163,N/A,N/A,1.401848922,161.53,39.06
SNA,"Snap-on, Inc.",Industrials,248.56,0.0260701641,0.14084507,0.145882884,5.824063805,13195.10758,14.71846914,0.352973564,0.784068857,248.73,187.61
SO,Southern Company,Utilities,69.7,0.0390243902,0.0303030303,0.0323243795,2.661323935,76577.24672,22.54924815,0.842191119,0.460018425,79.73,60.03
SON,Sonoco Products Co.,Consumer Cyclical,61.02,0.0321206162,0.0888888889,0.0467098103,1.897022374,5963.847742,13.72924732,0.429190582,0.731121787,65.44,50.68
SPGI,S&P Global Inc,Financial Services,364.415,0.00933002209,0.103896104,0.111961586,3.314456687,122467.41,34.34206535,0.282321694,0.959524353,431.9,279.32
SPTN,SpartanNash Co,Consumer Defensive,30.68,0.0273794003,0.05,0.0313103065,0.83155694,1091.413358,19.59132919,0.536488349,0.610136528,37.5,23.12
SR,Spire Inc.,Utilities,72.4,0.0397790055,0.0510948905,0.0506111218,2.734235741,3826.499926,18.60233313,0.69221158,0.452496713,76.95,59.51
SRCE,1st Source Corp.,Financial Services,53.07,0.024119088,0.0322580645,0.0778180677,1.248589295,1320.391882,11.36094614,0.265657297,0.582905838,59.61,41.78
SRE,Sempra Energy,Utilities,159.86,0.0286500688,0.0409090909,0.0505010487,4.530425005,50585.66811,22.38303899,0.634513306,0.533507459,173.97,125.95
SSB,SouthState Corporation,Financial Services,81.17,0.0237827194,0.0204081633,0.0801851873,1.951609952,6211.576833,13.5212701,0.312758005,0.86153109,91.45,71.02
STAG,STAG Industrial Inc,Real Estate,35.24,0.041430193,0,0.0013766222,1.429785188,6346.053999,27.05329615,1.083170597,0.941971959,42.06,26.25
STE,Steris Plc,Healthcare,199.99,0.00896668809,0.0930232558,0.0867940018,1.795399956,19987.54988,N/A,N/A,0.86777311,254.71,158.76
STT,State Street Corp.,Financial Services,83.4,0.0302158273,0.105263158,0.0844717712,2.999245162,30224.85991,11.50984764,0.424822261,1.246444749,100.45,57.73
SWK,Stanley Black & Decker Inc,Industrials,87.92,0.0363967243,0.0126582278,0.0489381656,3.136731899,12762.93788,9.006377728,0.358074418,1.113389841,187.83,69.54
SWX,Southwest Gas Holdings Inc,Utilities,66.27,0.0374226649,0.0420168067,0.0460616922,2.424063757,4469.399658,30.35513939,1.053940764,0.389977605,93.95,59.51
SXI,Standex International Corp.,Industrials,108.49,0.0103235321,0.0769230769,0.0923884641,1.055716105,1302.660651,20.40348736,0.199568262,0.816590843,109.52,78.58
SXT,Sensient Technologies Corp.,Basic Materials,77.36,0.0211995863,0,0.0443690269,1.626682376,3291.130359,23.67804855,0.494432333,0.875146696,91.84,62.78
SYBT,Stock Yards Bancorp Inc,Financial Services,61.77,0.018010537,0.0357142857,0.0474517637,1.132502565,1839.74807,20.96722363,0.364148735,0.496035156,78.36,49.89
SYK,Stryker Corp.,Healthcare,258.5,0.010754352,0.0791366906,0.09797558,2.821423835,97010.5123,39.48331799,0.438790643,0.992810387,276.5,187.62
SYY,Sysco Corp.,Consumer Defensive,79.59,0.0246262093,0.0425531915,0.0636009482,1.921878277,40668.09396,28.1182654,0.681517119,0.814404007,89.84,69.7
TDS,"Telephone And Data Systems, Inc.",Communication Services,11.425,0.0630196937,0.0285714286,0.0238362555,0.704700527,1227.461608,25.0502369,1.661245938,0.487377297,20.17,9.49
TEL,TE Connectivity Ltd,Technology,123.28,0.0181700195,0.12,0.0696103757,2.166170458,39377.82979,15.66341678,0.282789877,1.178063868,158.45,104.29
TFC,Truist Financial Corporation,Financial Services,47.17,0.0440958236,0.0833333333,0.63139139,1.968198513,62596.83347,10.7168008,0.451421677,0.960426722,66.27,39.54
TGT,Target Corp,Consumer Defensive,162.67,0.0265568329,0.2,0.117394201,3.908663671,73526.95514,21.32452295,0.531068434,1.153107888,249.03,134.57
THFF,First Financial Corp. - Indiana,Financial Services,45.36,0.0238095238,N/A,N/A,1.077643413,550.968168,8.888590461,0.215528683,0.268336303,49.68,40.82
THG,Hanover Insurance Group Inc,Financial Services,135.465,0.0221459418,0.08,0.0844717712,3.034701729,4837.896244,16.61936188,0.376047302,0.540468318,152.99,121.95
THO,"Thor Industries, Inc.",Consumer Cyclical,92.44,0.01947209,0.0465116279,0.039925333,2.194792909,4979.918292,4.826685507,0.116558306,1.276118234,98.85,65.11
TMP,Tompkins Financial Corp,Financial Services,76.64,0.0313152401,0.0526315789,0.0456395526,2.285062646,1120.173766,13.23660021,0.389942431,0.589727005,85,67.51
TNC,Tennant Co.,Industrials,67.73,0.0147645061,0.06,0.0476237026,1.008828742,1257.676493,24.95389868,0.375029272,0.799296933,84.29,54.45
TOWN,Townebank Portsmouth VA,Financial Services,31.055,0.0280586304,0.15,0.104383629,0.87991865,1620.642997,0,N/A,0.642687133,33.45,25.77
TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,45.05,0.00799112098,0,0,0.358707036,1815.638268,25.70815246,0.351673564,0.415967308,46.7,30.81
TRN,"Trinity Industries, Inc.",Industrials,27.73,0.0331770646,0.130434783,0.148698355,0.936497848,2283.3645,14.02558047,0.506215053,0.993833895,34.05,20.53
TRNO,Terreno Realty Corp,Real Estate,62.405,0.0234973994,0.176470588,0.127009202,1.465297825,4743.52122,27.78815381,0.642674485,0.89265751,79.36,50
TROW,T. Rowe Price Group Inc.,Financial Services,118.4,0.0405405405,0.111111111,0.113824179,4.725957099,26719.68757,13.46758446,0.542589793,1.458993929,169.41,92.58
TRV,Travelers Companies Inc.,Financial Services,192.315,0.019343265,0.0568181818,0.0525193538,3.64163544,44992.38133,13.50716942,0.264653738,0.458519898,194.45,148.91
TSCO,Tractor Supply Co.,Consumer Cyclical,222.2,0.0165616562,0.769230769,0.277864522,3.655224727,24383.6567,23.46432447,0.397739361,0.894440426,238.18,165.03
TSN,"Tyson Foods, Inc.",Consumer Defensive,64.53,0.029753603,0.0434782609,0.0985605433,1.844556784,23314.8129,4.601504236,0.165431102,0.551516594,98.9,59.38
TT,Trane Technologies plc,Industrials,181.43,0.0147715372,0.13559322,0.0828603647,2.663380998,41540.52698,25.40394262,0.385997246,0.987592261,182.85,119.66
TTC,Toro Co.,Industrials,115.37,0.0117881598,0.133333333,0.111961586,1.235266042,12025.46046,27.12456852,0.294110962,0.797159966,117.66,71.4
