Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
NEE,NextEra Energy Inc,Utilities,72.17,0.025911043,0.1,N/A,1.769072183,146051.4392,18.0332682,0.436807946,0.8035459,89.45,68.57
CHCO,City Holding Co.,Financial Services,98.8,0.025803586,0.083333333,0.041663622,2.549394339,1489.693457,14.31049066,0.363161587,0.567882775,100.71,79.08
SXT,Sensient Technologies Corp.,Basic Materials,63.69,0.025749725,0,0.044369027,1.223387914,2690.543989,19.57229,0.376427051,1.012944119,87.85,62.12
SYY,Sysco Corp.,Consumer Defensive,76.16,0.025735294,0.020408163,0.067907166,1.9508796,38588.92534,24.95440978,0.643854654,0.70601645,85.72,68.75
CMCSA,Comcast Corp,Communication Services,45.31,0.025601412,0.074074074,0.08825051,1.100359847,186481.8482,28.65424833,0.723920952,1.014085119,46.44,27.57
SSB,SouthState Corporation,Financial Services,77.24,0.025398929,0,0.067907166,1.961813304,5864.283019,10.94805715,0.279460585,1.091783162,89.44,58.56
CMI,Cummins Inc.,Industrials,264.99,0.025359448,0.082758621,0.066102496,6.21641941,37512.45714,14.86819546,0.350220812,0.894118076,265.28,196.45
INGR,Ingredion Inc,Consumer Defensive,112.06,0.025343566,0.092307692,0.025830639,2.810618883,7397.75296,13.37749179,0.339857181,0.541972879,112.69,76.51
IBOC,International Bancshares Corp.,Financial Services,49.81,0.025296125,N/A,N/A,1.221894269,3093.927031,8.8808464,0.219370605,0.847732163,52.98,39.1
ELS,Equity Lifestyle Properties Inc.,Real Estate,70.91,0.025243266,0.091463415,N/A,1.698313705,13204.12678,46.48096558,1.171250831,0.838312411,75.34,55.78
HD,"Home Depot, Inc.",Consumer Cyclical,332.07,0.025175415,0.1,0.152024757,7.899511895,333855.2515,19.93522729,0.481090858,1.062030855,342.29,260.24
CL,Colgate-Palmolive Co.,Consumer Defensive,76.64,0.025052192,0.021276596,0.027066087,1.882248611,63357.63878,42.323072,1.051535537,0.44463287,81.7,66.13
SYBT,Stock Yards Bancorp Inc,Financial Services,47.25,0.024550265,0.035714286,0.030128963,1.145288647,1385.51227,12.14147493,0.295177486,0.810069177,77.01,41.11
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,99.39,0.024549753,0.109090909,0.040571594,2.346932752,11572.85651,14.7412342,0.370763468,0.88762893,117.64,84.44
ATO,Atmos Energy Corp.,Utilities,121.06,0.024450686,0.088235294,0.088173126,2.877302999,17491.63326,21.0945382,0.491846667,0.666031571,125.28,96.47
LHX,L3Harris Technologies Inc,Industrials,187.72,0.024291498,0.017857143,0.107242777,4.480299708,35503.98913,44.26931313,1.06928394,0.596796223,250.78,173.42
AVNT,Avient Corp,N/A,40.8,0.024264706,0.042105263,0.071784398,0.97077983,3716.090765,6.449307124,0.15507665,1.70327446,48.46,27.11
GPC,Genuine Parts Co.,Consumer Cyclical,156.77,0.024239332,0.061452514,0.057007872,3.65828354,22016.45695,18.1536356,0.42786942,0.701735113,185.49,144.37
QCOM,"Qualcomm, Inc.",Technology,132.08,0.024227741,0.066666667,0.052300216,3.005435401,147137.12,13.95723013,0.322125981,1.534362697,148.11,99.29
PG,Procter & Gamble Co.,Consumer Defensive,156.25,0.024064,0.030001095,0.055752632,3.673762498,368276.4566,26.23425392,0.652533303,,157.68,119.06
BOKF,BOK Financial Corp.,Financial Services,89.88,0.024032043,0.018867925,0.015511278,2.118958989,5986.08287,9.724834326,0.230071552,0.80524304,108.14,74.3
FAST,Fastenal Co.,Industrials,58.34,0.023997257,0.129032258,N/A,0.999276357,33331.56745,29.67289901,0.509834876,,59.43,42.58
KR,Kroger Co.,Consumer Defensive,48.54,0.023897816,0.238095238,0.131798366,1.031459116,34839.36754,13.70549471,0.293862996,0.391926871,51.14,41.12
LKFN,Lakeland Financial Corp.,Financial Services,55.25,0.023595061,0.15,0.120874262,1.303627124,1405.058164,13.45158267,0.321090425,,81.71,43.05
SNA,"Snap-on, Inc.",Industrials,275,0.023563636,0.14084507,0.145882884,6.221104159,14552.0507,14.91753019,0.345041828,0.850120211,297.26,196.8
GD,General Dynamics Corp.,Industrials,225.34,0.023431259,0.047619048,0.072551604,5.11540427,61527.41295,18.26823425,0.419639399,0.625746857,252.47,201.11
AFL,Aflac Inc.,Financial Services,72.11,0.02329774,0.05,0.100665081,1.625245273,43570.80861,10.00018559,0.234185198,0.745772377,73.26,55.02
TRV,Travelers Companies Inc.,Financial Services,172.31,0.023213975,0.075268817,0.053663304,3.759903798,39449.05254,17.79388928,0.397873418,0.554072672,192.39,147.28
APD,Air Products & Chemicals Inc.,Basic Materials,302.41,0.023147383,0.080246914,0.097309332,6.681898709,67172.13145,30.85253144,0.683220727,0.812812324,322.88,220.87
EMR,Emerson Electric Co.,Industrials,91.63,0.022699989,0.009708738,0.011955588,2.050263083,52366.545,10.94618416,0.251875072,0.982649897,98.43,70.7
RGA,"Reinsurance Group Of America, Inc.",Financial Services,141.34,0.022640441,0.095890411,0.059223841,3.173887531,9405.070166,10.02672726,0.228996214,0.649545273,151.77,110.51
EVR,Evercore Inc,Financial Services,135.21,0.022483544,N/A,N/A,2.89211006,5184.924371,12.90160886,0.29302027,1.301516627,141.63,77.17
UNP,Union Pacific Corp.,Industrials,231.5,0.022462203,0,0.101972288,5.17467216,141089.1138,20.95797887,0.47214162,0.859663995,240.48,181.35
CE,Celanese Corp,Basic Materials,125.37,0.022333892,0.029411765,0.053272769,2.086507999,13638.72736,9.196714338,0.15375888,,128.5,85
CME,CME Group Inc,Financial Services,199.825,0.022019267,0.1,0.079608473,8.513376071,71879.95296,25.41813818,1.081750454,0.447591573,202.36,158.43
SJW,SJW Group,Utilities,69.43,0.021892554,0.055555556,0.062980048,1.469300199,2205.717018,27.02389113,0.5502997,0.56323892,83.07,56.66
UMBF,UMB Financial Corp.,Financial Services,69.48,0.021876799,0.027027027,0.055545892,1.492197557,3371.131942,9.093717304,0.196083779,1.128146792,96.78,50.1
CAH,"Cardinal Health, Inc.",Healthcare,91.64,0.021824531,0.009885011,0.010001579,1.970162388,23331.56068,50.39213969,1.132277234,0.4694658,95.1,57.85
ERIE,Erie Indemnity Co.,Financial Services,220.37,0.021600036,0.072072072,0.057452554,4.66286078,10178.68492,28.76179701,0.693878092,0.548166692,283.64,199.49
GRC,Gorman-Rupp Co.,Industrials,32.51,0.021531836,0.029411765,0.053272769,0.688135067,851.566875,83.71675924,1.765807203,1.03575885,32.81,22.23
AFG,American Financial Group Inc,Financial Services,122.06,0.021301,N/A,0.047307248,2.456259561,10397.03064,12.67930566,0.255594127,0.715105402,142.4,110.95
HON,Honeywell International Inc,Industrials,193.48,0.021294191,0.051020408,0.046657704,4.01342221,128463.2581,23.56691581,0.49671067,0.854504314,217.51,162.42
NSP,Insperity Inc,Industrials,97.78,0.021272244,0.096153846,0.233016738,2.115985621,3736.668567,18.30731067,0.399997282,0.890024884,130.47,96.66
CBT,Cabot Corp.,Basic Materials,70.6,0.021222689,0.081081081,0.039224102,1.498321816,3963.939935,12.54411372,0.269482341,1.390926226,83.26,59.57
ADM,Archer Daniels Midland Co.,Consumer Defensive,84.98,0.021181454,0.125,0.060800074,1.68659673,45557.91762,10.98575298,0.224879564,0.669756043,97.01,69.92
DGX,"Quest Diagnostics, Inc.",Healthcare,134.6,0.020950966,0.075757576,0.072649091,2.723125126,15106.83087,19.12257072,0.395803071,0.553105054,156.75,118.55
SBUX,Starbucks Corp.,Consumer Cyclical,101.26,0.020936204,0.081632653,0.080425122,2.051088413,116084.464,32.6566135,0.665937796,0.906520462,114.34,79.54
MCD,McDonald`s Corp,Consumer Cyclical,291.07,0.020888446,0.101449275,0.085186651,5.892458083,212508.4303,30.90896838,0.632917087,0.44553341,299.35,226.77
FFIN,"First Financial Bankshares, Inc.",Financial Services,32.65,0.020819631,0.058823529,N/A,0.679760962,4660.173549,20.16771274,0.422211778,0.966830702,45.82,24.71
ITW,"Illinois Tool Works, Inc.",Industrials,251.85,0.020806035,0.073770492,0.055490331,5.197285682,76537.9154,24.80165761,0.520248817,1.033367547,264.19,177.28
AIZ,Assurant Inc,Financial Services,135.04,0.020734597,0.029411765,0.045639553,2.760873611,7177.64608,29.33243188,0.610812746,0.809034756,170.38,103.91
HSY,Hershey Company,Consumer Defensive,230.59,0.020729433,0.149833518,0.07489121,4.11818825,47289.3972,19.304954,0.578397226,0.293290662,275.81,208.78
MGEE,"MGE Energy, Inc.",Utilities,79.41,0.020526382,0.051612903,0.038414556,1.609375758,2871.733212,28.53045762,0.578912143,0.701808028,83.88,60.28
CPK,Chesapeake Utilities Corp,Utilities,116.87,0.020193377,0.102803738,0.097817268,2.180612651,2068.599,23.188752,0.435252026,0.62039501,136.06,104.38
CBSH,"Commerce Bancshares, Inc.",Financial Services,53.59,0.020153014,0.018867925,0.007576624,1.058074508,6683.625777,13.7732597,0.275540236,0.851130447,73.81,45.55
ADP,Automatic Data Processing Inc.,Industrials,248.32,0.020135309,0.201923077,0.126191343,4.731549625,102586.6435,31.46154001,0.605057497,0.911049471,270.22,199.14
MATW,Matthews International Corp.,Industrials,45.78,0.020096112,N/A,N/A,0.898915373,1394.809566,N/A,N/A,0.769768323,48.86,21.71
AVGO,Broadcom Inc,Technology,920,0.02,0.12195122,0.213232279,17.66455178,379670.5726,27.98898434,0.551844791,1.316616034,923.18,404.37
CWT,California Water Service Group,Utilities,52.05,0.019980788,0.04,0.067565217,1.013448614,3003.3891,47.83533112,0.896857181,0.770057381,65.55,49
YORW,York Water Co.,Utilities,40.78,0.019862678,0.040020523,0.040005774,0.794553531,582.977545,30.09071668,0.584230538,0.550889182,46.36,36.17
AWK,American Water Works Co. Inc.,Utilities,144.46,0.019590198,0.080152672,0.092302706,2.654622703,28121.83188,31.45618778,0.553046397,0.795608439,161.14,121.1
PII,Polaris Inc,Consumer Cyclical,132.88,0.019566526,0.015625,0.016137365,2.557700586,7532.769607,11.9662742,0.238369113,1.179054658,138.49,90.28
MGRC,McGrath Rentcorp,Industrials,95.62,0.019451997,0.021978022,0.064620457,1.819533159,2341.255031,13.57666431,0.258824062,0.713960186,110.01,79.23
ABM,ABM Industries Inc.,Industrials,45.37,0.019396077,0.128205128,0.046831847,0.851950134,3001.045608,15.31145718,0.290767964,0.899210647,49.47,37.13
APOG,Apogee Enterprises Inc.,Industrials,49.62,0.019347037,0.090909091,0.087892886,0.926366037,1095.490512,10.43801464,0.197099157,1.089573534,49.67,35.94
LOW,"Lowe`s Cos., Inc.",Consumer Cyclical,232.35,0.018936949,0.047619048,0.180402959,3.134203264,136152.6349,21.4582561,0.303701867,,237.21,174.72
AGO,Assured Guaranty Ltd,Financial Services,60.11,0.018632507,0.12,0.118426915,1.052417485,3566.990996,25.84776084,0.47406193,0.819930949,66.45,44.97
ABT,Abbott Laboratories,Healthcare,110.53,0.018456528,0.085106383,0.127411418,1.985940623,192205.7897,33.11609057,0.601800189,0.780833001,115.83,91.93
AWR,American States Water Co.,Utilities,86.48,0.018385754,0.089041096,0.076467414,1.579708323,3197.719072,32.50044793,0.593875309,0.723484668,99.64,76.91
TSCO,Tractor Supply Co.,Consumer Cyclical,224.19,0.018377269,0.119565217,0.271437763,3.86047866,24564.12794,22.6486626,0.396760397,0.80862235,248.76,178.1
CAT,Caterpillar Inc.,Industrials,288.65,0.018014897,0.083333333,0.086147933,4.863730264,148757.4075,20.9193373,0.359477477,0.961777882,288.78,157.14
BRC,Brady Corp.,Industrials,51.14,0.017989832,0.022222222,0.015953382,0.91357187,2347.927509,14.16701366,0.276003586,0.72859966,55.83,39.95
PPG,"PPG Industries, Inc.",Basic Materials,145.55,0.017863277,0.050847458,0.052519354,2.462573414,34278.9173,25.94921824,0.4413214,1.272733291,152.89,105.85
GATX,GATX Corp.,Industrials,123.75,0.017777778,0.057692308,0.045639553,2.125499328,4380.75,20.07676444,0.348442513,0.890320606,133.01,83.78
MKC,"McCormick & Co., Inc.",Consumer Defensive,88.05,0.017717206,0.054054054,N/A,1.529590852,23622.57543,33.75618095,0.590575618,0.541739888,93.96,69.85
LANC,Lancaster Colony Corp.,Consumer Defensive,192.32,0.017678869,0.0625,0.072145026,3.318280639,5293.03104,40.43630185,0.697117781,0.395729648,218.79,129.28
AVY,Avery Dennison Corp.,Industrials,185.28,0.017487047,N/A,N/A,3.03995389,14957.33683,21.99284933,0.365818759,1.010920543,201.74,155.26
SMBC,"Southern Missouri Bancorp, Inc.",Financial Services,47.84,0.017329667,0.05,0.100665081,0.829051273,542.061262,0,N/A,0.850966879,54.84,29.88
ADI,Analog Devices Inc.,Technology,199.48,0.017244837,0.131578947,0.123702748,3.207068233,100022.9233,27.5975476,0.454903295,1.26409513,200.1,131.01
BR,"Broadridge Financial Solutions, Inc.",Technology,168.22,0.017239329,0.1328125,0.083725403,2.878791271,19846.68644,35.79849646,0.616443527,0.940735286,179.84,129.41
WM,"Waste Management, Inc.",Industrials,162.51,0.017229709,0.076923077,0.085248058,2.682812812,65826.21236,28.79536849,0.481654006,0.465349752,173.71,146.98
WOR,"Worthington Industries, Inc.",Basic Materials,74.44,0.017195056,0.107142857,0.061516555,1.230111646,3717.718807,17.97067246,0.294990802,1.409877408,75.42,37.39
HI,Hillenbrand Inc,Industrials,51.42,0.017113963,0.011494253,0.011767945,0.871572763,3577.317527,5.828148463,0.099951005,1.222872001,53.67,35.52
CB,Chubb Limited,Financial Services,203.22,0.016927468,0.036144578,0.033320673,3.328192446,83469.56101,14.36900689,0.239610687,0.569503723,229.3,171.56
NOC,Northrop Grumman Corp.,Industrials,448.15,0.01669084,0.080924855,0.092778325,7.025098334,67804.95876,14.58484809,0.232388301,0.410268139,551.86,427.25
AOS,A.O. Smith Corp.,Industrials,72.59,0.016531203,0.071428571,0.063995313,0.89584881,11089.97551,33.05558264,0.500474196,,76.94,45.88
BANF,Bancfirst Corp.,Financial Services,99.71,0.016447698,0.111111111,0.059223841,1.583698791,3280.44883,15.27794051,0.247066894,0.81818503,115.42,67.83
JJSF,J&J Snack Foods Corp.,Consumer Defensive,170.46,0.016426141,0.105845182,0.092388464,2.770947349,3281.743819,70.76231363,1.149770684,0.505739996,176.5,125.44
MCHP,"Microchip Technology, Inc.",Technology,93.35,0.01638993,0.387681159,0.010228178,1.3564197,50813.57563,22.70794818,0.337417836,1.593110354,94.3,53.77
SLGN,Silgan Holdings Inc.,Consumer Cyclical,44,0.016363636,0.125,0.124746113,0.676437525,4851.107624,14.78987209,0.228526191,0.696950378,55,40.54
SCI,Service Corp. International,Consumer Cyclical,67.28,0.016052319,0.08,0.09694024,1.053645722,10170.70805,20.73166903,0.339885717,0.591979774,74.04,56.16
RPM,"RPM International, Inc.",Basic Materials,105.7,0.01589404,0.05,0.037137289,1.667887654,13640.74577,28.62485603,0.450780447,1.008611129,107.4,78.16
DCI,Donaldson Co. Inc.,Industrials,63.53,0.015740595,0.086956522,0.056421622,0.934515735,7702.51614,20.94213197,0.314651763,0.878552629,66.67,47.61
ATRI,Atrion Corp.,Healthcare,546.9,0.015724995,0.102564103,0.097541469,8.529908893,962.814716,32.1002439,0.506226047,0.599615302,698.1,496.36
ETN,Eaton Corporation plc,Industrials,219,0.015707763,0.061728395,0.054364811,3.315318479,87293.4,33.99275701,0.517210371,0.965059363,219.9,127.89
TEL,TE Connectivity Ltd,Technology,143.62,0.015596714,0.053571429,0.060424778,2.254716297,45087.86489,21.82374874,0.347413913,1.19893558,146.6,103.35
MSEX,Middlesex Water Co.,Utilities,80.21,0.015584092,0.077586207,0.054211516,1.216624461,1423.547669,38.36021744,0.582116967,0.811403551,94.7,65.95
THO,"Thor Industries, Inc.",Consumer Cyclical,115.54,0.01557902,0.046511628,0.029033661,2.231679578,6159.226424,10.90269437,0.213353688,1.325849241,115.65,65.64
AMP,Ameriprise Financial Inc,Financial Services,349.01,0.015472336,0.08,0.084471771,5.068199562,36359.4381,16.41509621,0.256617699,1.235941559,358.02,246.27
SCL,Stepan Co.,Basic Materials,94.66,0.015423621,0.089552239,0.101595287,1.42515415,2114.82121,17.8487012,0.276728961,0.959992127,115.12,87.11
RJF,"Raymond James Financial, Inc.",Financial Services,109.49,0.015343867,0.235294118,0.069610376,1.590459767,23202.10189,13.89347418,0.2084482,0.897987612,124.43,81.67
ROK,Rockwell Automation Inc,Industrials,310.91,0.015181242,0.053571429,0.039972977,4.620402186,35715.8873,27.13560804,0.406725545,1.26545577,348.52,205.64
ASH,Ashland Inc,Basic Materials,91.39,0.015125657,0.149253731,0.090194895,1.382333792,4682.916452,19.67611955,0.314882413,0.91643089,113.48,80
TT,Trane Technologies plc,Industrials,199.03,0.015073105,0.119402985,0.07190693,2.82251443,45389.15811,25.16865815,0.365610677,1.03988181,201.84,137.35
MMC,"Marsh & McLennan Cos., Inc.",Financial Services,189.7,0.014971007,0.203389831,0.1133765,1.76387169,93703.02239,28.55058574,0.269293388,,194.16,146.54
UNH,Unitedhealth Group Inc,Healthcare,504.74,0.01489876,0.139393939,0.158732179,6.793067408,469929.1068,22.69750323,0.310753312,0.444737482,552.14,443.86
ANDE,Andersons Inc.,Consumer Defensive,49.75,0.014874372,0.027777778,0.023145873,0.727995738,1678.187597,15.1424075,0.224690043,0.899906483,49.97,29.29
WDFC,WD-40 Co.,Basic Materials,230.79,0.014385372,0.064102564,0.089775065,3.240577874,3130.169228,48.95555496,0.689484654,0.856799969,232.94,142.7
WMT,Walmart Inc,Consumer Defensive,159.11,0.014329709,0.017857143,0.018531119,2.246963614,428456.9947,37.91990394,0.540135484,0.508993743,160.94,123.14
CBOE,Cboe Global Markets Inc.,Financial Services,139.85,0.014301037,0.041666667,0.100326727,1.994147096,14764.58879,49.62886988,0.714748063,0.389299876,143.83,113.27
HUBB,Hubbell Inc.,Industrials,315.7,0.014190687,0.066666667,0.077818068,4.395718394,16931.31175,26.83250674,0.376023815,0.842802157,340.06,202.2
GNTX,Gentex Corp.,Consumer Cyclical,33.97,0.014130115,0,0.017554577,0.475531569,7938.885747,24.51521354,0.339665406,0.967852299,34,22.89
RSG,"Republic Services, Inc.",Industrials,152.09,0.014070616,0.076086957,0.057096868,1.969662581,48103.37851,31.65737315,0.411203044,0.469277807,156.65,119.74
ACN,Accenture plc,Technology,320.97,0.013957691,N/A,N/A,4.454591287,213224.1366,29.76443483,0.397376564,1.204430017,326.74,240.14
DOV,Dover Corp.,Industrials,145.48,0.01388507,0.01,0.010206197,2.014738806,20348.84406,19.94167494,0.279049696,1.110694684,160.11,113.69
SEIC,SEI Investments Co.,Financial Services,62.79,0.013696448,N/A,N/A,0.853784721,8310.762273,20.78995138,0.289418549,0.901534156,64.43,45.3
RS,Reliance Steel & Aluminum Co.,Basic Materials,293.07,0.013648616,0.142857143,0.148698355,3.727871407,18685.05503,10.99185542,0.133090732,0.779072615,295.98,166.17
ORCL,Oracle Corp.,Technology,117.91,0.013569672,0.25,0.160543111,1.4325171,320038.2787,37.6382781,0.466617948,0.836044904,127.09,59.78
ATR,Aptargroup Inc.,Consumer Cyclical,122.44,0.01323097,0.078947368,0.038152103,1.13635815,8036.607259,32.00866375,0.30142126,,126.99,89.3
CSX,CSX Corp.,Industrials,33.31,0.013209246,0.1,N/A,0.418970286,66830.8542,16.25263964,0.211601154,0.950297732,34.38,25.63
TNC,Tennant Co.,Industrials,80.27,0.013205432,0.06,0.047623703,1.042035029,1485.809981,18.50323763,0.242333728,0.97823326,82.07,55.6
TTC,Toro Co.,Industrials,103.42,0.013150261,0.133333333,0.111961586,1.317035887,10745.91953,20.78385773,0.268782834,0.770173495,117.28,79.67
BDX,"Becton, Dickinson And Co.",Healthcare,278.54,0.013068141,0.045977011,0.039431863,3.580245966,79109.51164,51.73937975,0.671715941,0.683605103,287.32,213.5
RGLD,"Royal Gold, Inc.",Basic Materials,115.78,0.012955605,0.071428571,0.084471771,1.464737628,7595.092511,32.02221295,0.405744495,0.684602777,146.85,83.19
HWKN,Hawkins Inc,Basic Materials,46.41,0.012928248,0.071428571,N/A,0.5757888,977.655331,16.28312872,0.201324755,0.806795416,52.03,36.19
LECO,"Lincoln Electric Holdings, Inc.",Industrials,200.14,0.012791046,N/A,N/A,2.46084306,11490.55236,24.05728323,0.301204781,0.875564944,210.86,118.23
NKE,"Nike, Inc.",Consumer Cyclical,109.4,0.012431444,0.114754098,0.111961586,1.31901269,170664,26.4345433,0.408363062,1.288716137,130.51,81.47
PRI,Primerica Inc,Financial Services,214.45,0.012124038,0.181818182,0.210583275,2.387631753,7768.6657,18.72928925,0.215684892,0.871591871,214.65,118.85
JKHY,"Jack Henry & Associates, Inc.",Technology,171.63,0.012119093,0.06122449,0.070435057,2.004993481,12507.5886,35.80778761,0.419454703,0.798418562,209.37,138.29
MSI,Motorola Solutions Inc,Technology,288.13,0.01184809,0.113924051,0.11095346,3.413790254,48319.401,35.16695852,0.426723782,0.777520528,298.49,210.68
XYL,Xylem Inc,Industrials,111.93,0.011793085,0.1,0.094608784,1.256100548,20178.55863,54.24343717,0.612731975,1.031665986,118.18,83.65
NUE,Nucor Corp.,Basic Materials,173,0.011791908,0.02,0.060613903,2.019875592,43461.56308,6.563117765,0.078932223,1.23126642,181.48,101.32
GGG,Graco Inc.,Industrials,79.99,0.011751469,0.119047619,0.079915006,0.910992788,13517.73231,26.72238516,0.309861493,1.041153985,87.94,57.43
LII,Lennox International Inc,Industrials,374.98,0.011733959,0.037735849,0.114403692,4.255329337,13317.17171,24.14718352,0.27436037,1.300586779,375.24,200.51
ITT,ITT Inc,Industrials,100.19,0.011578002,0.098484848,0.166967174,1.102757709,8255.656,21.04960734,0.233635108,1.34537151,100.67,63.89
IEX,Idex Corporation,Industrials,221.86,0.011538808,0.066666667,0.082785182,2.469339427,16772.98451,28.56921225,0.319036102,0.834941319,244.12,193.6
ECL,"Ecolab, Inc.",Basic Materials,185.17,0.011448939,0.039215686,0.052684922,2.090013362,52721.78016,45.71781145,0.518613737,1.1693064,191.41,129.73
POOL,Pool Corporation,Consumer Cyclical,387.16,0.01136481,0.1,0.195738009,4.071767854,15119.36109,25.51015909,0.269832197,1.441242572,420.03,274.62
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,96.37,0.011310574,0.038095238,0.046119865,1.065114589,23711.54843,53.06971447,0.588461099,0.50216175,100.52,69.49
HIFS,Hingham Institution For Savings,Financial Services,226.61,0.011120427,0.032786885,0.095105882,1.860459764,477.24066,0,N/A,,320.49,173.51
FUL,H.B. Fuller Company,Basic Materials,73.88,0.01109908,N/A,N/A,0.786719917,3979.890259,25.33445109,0.277992904,1.180612851,80.73,58.26
EXPD,"Expeditors International Of Washington, Inc.",Industrials,125.47,0.010998645,N/A,N/A,1.351986108,19170.83495,15.49407537,0.175810937,0.930966055,128.04,84.55
MKTX,MarketAxess Holdings Inc.,Financial Services,262.6,0.010967251,0.028571429,0.113824179,2.851762001,9894.092068,39.2591543,0.42563612,0.987060143,397.86,215.33
CSL,Carlisle Companies Inc.,Industrials,278.32,0.010778959,0.388888889,0.133966578,2.985486765,13893.46165,19.15811038,0.213554132,0.839402735,314.95,202.94
SYK,Stryker Corp.,Healthcare,279.27,0.010742292,0.079136691,0.09797558,2.933497466,105796.2029,40.27263148,0.427001087,0.937840299,306.93,198.47
CTAS,Cintas Corporation,Industrials,503.75,0.010719603,N/A,N/A,4.57445461,51252.31287,38.17543286,0.35215201,0.924376043,518.71,367.23
LNN,Lindsay Corporation,Industrials,132.62,0.010556477,N/A,N/A,1.354964357,1460.006286,20.54061377,0.210725405,0.872316029,182.17,110.43
MSA,MSA Safety Inc,Industrials,179.82,0.010454899,0.02173913,0.043428878,1.840876181,7061.005247,N/A,N/A,0.802345725,180.3,107.67
WLK,Westlake Corporation,Basic Materials,136.81,0.010452452,0.2,0.073854995,1.421419802,17456.956,9.320318206,0.097692083,1.236138622,138.39,80.53
NDSN,Nordson Corp.,Industrials,250.66,0.010372616,0.274509804,0.131798366,2.583106032,14285.38161,27.74485439,0.28991089,0.980558031,253.4,201.36
TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,34.8,0.010344828,0,0,0.353590165,1422.326669,18.39746826,0.324394647,0.444988844,45.9,31.83
ABC,Amerisource Bergen Corp.,Healthcare,189.1,0.010259122,0.054347826,0.039289045,1.903676055,38247.25424,23.6554421,0.245003353,0.42273627,194.79,133.51
GWW,W.W. Grainger Inc.,Industrials,725.32,0.010257541,0.081395349,0.064620457,6.982059189,36266.64046,20.51280569,0.199944421,0.908685886,811.6,477.84
KLAC,KLA Corp.,Technology,514.28,0.010111223,0.238095238,0.116288415,5.161095023,70558.65132,20.11365783,0.210570992,1.5230279,517.3,246.87
AJG,Arthur J. Gallagher & Co.,Financial Services,219.24,0.010034665,0.078431373,0.060512438,2.111411308,46971.29304,40.42279952,0.391727515,0.692521014,221.92,166.55
ANTM,Anthem Inc,Healthcare,482.58,0.009949525,N/A,N/A,4.801441692,116342.6931,18.63271831,0.189033137,0.688187555,532.31,352.54
AIT,Applied Industrial Technologies Inc.,Industrials,146.75,0.009540034,0.029411765,0.031310306,1.374617633,5672.492697,17.00198928,0.161340098,0.97881738,150.07,95.67
APH,Amphenol Corp.,Technology,88.62,0.009478673,0.05,N/A,0.82675332,52857.74949,27.76433947,0.269300756,1.05498286,90.28,64.69
STE,Steris Plc,Healthcare,224.01,0.0092853,0.093023256,0.066900179,1.87310876,22098.80849,206.4730309,1.750568935,0.995554875,234.16,158
FELE,"Franklin Electric Co., Inc.",Industrials,97.62,0.009219422,0.153846154,0.133966578,0.835718282,4515.980956,22.48658545,0.195261281,0.957239638,107.36,77.03
GFF,Griffon Corp.,Industrials,43.15,0.009158183,0.388888889,0.115101503,0.395175581,2468.405675,N/A,N/A,1.295586177,43.16,24.26
FDS,Factset Research Systems Inc.,Financial Services,433.59,0.009040799,0.101123596,0.088953212,3.644493109,16539.82387,32.59232725,0.279485668,0.872344161,473.13,377.89
SPGI,S&P Global Inc,Financial Services,398.31,0.009038186,0.058823529,0.124746113,3.489022379,132637.23,54.00180741,0.483244097,1.154702894,428.65,277.89
KWR,Quaker Houghton,Basic Materials,204.79,0.008887153,0.048192771,0.032898167,1.73422083,3682.296224,N/A,N/A,1.599089447,215.49,127.8
MCO,Moody`s Corp.,Financial Services,352.36,0.00874106,0.1,0.118426915,2.9273907,64658.06,45.31048353,0.37724107,1.304562982,363.19,227.82
SHW,Sherwin-Williams Co.,Basic Materials,280.2,0.008636688,0.008333333,N/A,2.400469669,72053.03968,30.75903508,0.266718852,1.170790866,283.8,193.71
RRX,Regal Rexnord Corp,N/A,165.47,0.008460748,N/A,N/A,1.394803825,10967.12838,30.68586564,0.260710995,1.355108323,166,110.97
LMAT,Lemaitre Vascular Inc,Healthcare,62.82,0.008393329,0.12,0.148698355,0.527268902,1394.604,67.57457118,0.567505007,0.565273537,68.67,41.37
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,203.87,0.008240545,0.05,0.118426915,1.631565251,21068.86483,24.55567203,0.199214316,0.985707126,206.21,154.84
RNR,RenaissanceRe Holdings Ltd,Financial Services,187.57,0.008103641,0.027027027,0.028617554,1.495519627,9600.120332,26.26428193,0.17867618,0.415161202,222.9,123.47
MSFT,Microsoft Corporation,Technology,336.34,0.008087055,0.096774194,0.101163797,2.646407195,2498926.73,34.53416523,0.273389173,1.315307264,366.78,211.37
RLI,RLI Corp.,Financial Services,134.41,0.008035116,0.038461538,0.032588266,1.048461698,6128.584704,8.581168463,0.067599078,0.569312217,149.65,100.56
GL,Globe Life Inc,Financial Services,112.57,0.007995025,0.084337349,0.070563684,0.862478759,10756.60879,13.46338119,0.106216596,0.612550286,123.34,95.48
